"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2011-08-08 19:59:56","RT @BossMizan: RT @BJohnsonMayor I'm on holiday..Hows London?...FUCK YOU ALL!!!!...WANKERS! < LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL",101000000000000000,"83689952","Anis Mattar","83689952",0,0,1
"2011-08-04 19:58:35","tsn.ca Top Stories RSS - Sarnia Sting make trades with Belleville_ London:  http://bit.ly/q5F8QT",99300000000000000,"205298307","DTN Singapore","205298307",0,0,1
"2011-08-09 19:59:41","The streets of London is busy at 1am and I'm parked outside the Law firm I last worked at. How bizarre?",101000000000000000,"41083613","Bill Chen","41083613",0,0,1
"2011-08-10 19:59:31","Christmas has come early for some people in London",101000000000000000,"264105162","Shakir Ahamed","264105162",0,0,1
"2011-08-03 19:58:12","DTN Singapore: McCartney: I'm going to #Police over hacking claim: #LONDON - FORMER Beatle Paul McCartney said on ... http://bit.ly/n96zae #Riots",98900000000000000,"174756716","katie kitty kat","174756716",0,0,1
"2011-08-07 19:59:35","Just saw the riots in London have escalated since Monday. :`( Wish everybody in London is safe.",100000000000000000,"19926242","leonie","19926242",0,0,1
"2011-08-02 19:47:32","If uk cannot guide their own children how can tHey talk about the problems of othr countries.. shame... #ukcrisis_ #london",98500000000000000,"288516762","Lee David Bowen","288516762",0,0,1
"2011-08-01 19:58:57","RT @AftershockStyle London Final Reduction Sale!\" Winner to be announced on Monday 1st August. Re-Tweet to win a fabulous goody bag! Xx",98200000000000000,"17489435","Karim El Assir","17489435",0,0,1
"2011-08-05 19:58:55","oh god please not another night of riots... i'm hearing walthamstow?? #londonriot #rioting",99600000000000000,"138623613","Fantasy MD is 'IN'","138623613",0,0,1
"2011-08-09 19:59:41","A rare picture of me playing Piangi in the London production of #phantomoftheopera 1999-2001 http://yfrog.com/ki81tyjj",101000000000000000,"229567093","Christina Metevier","229567093",2,1,1
"2011-08-10 19:59:28","Star Kebab has absolutely the worst falafel in London. Like hockey pucks.",101000000000000000,"247127880","AdilanClub","247127880",0,0,1
"2011-08-03 19:58:10","RT @nickstew_art At Serpentine Lido on a gorgeous London summer's day. Only slightly spoilt by \"eccentric\" oldies sporting thongs.",98900000000000000,"332469635","Foro Rock","332469635",0,0,1
"2011-08-07 19:59:35","A Classic Old English Haven in Central London http://bit.ly/m8fHrk ",100000000000000000,"18811314","Aegon Targaryen","18811314",0,0,1
"2011-08-01 19:58:53","Mobs strip and rob people in 3rd night of London riot http://nblo.gs/lw8zj",98200000000000000,"289054571","Game Of 2 Halves","289054571",0,0,1
"2011-08-05 19:58:44","London Calling será el tema de los Juegos Olímpicos 2012: http://www.foro-rock.com.ar/london-calling-tema-de-los-juegos-olimpicos-2012-t5040.html …",99600000000000000,"244031103","J.J","244031103",0,0,1
"2011-08-08 19:59:56","Ok lemme TRY and divert peoples attention away from ''Grand Theft Auto: This is London'' for a minute",101000000000000000,"16541322","chrissy-t!","16541322",0,0,1
"2011-08-09 19:59:41","Sunderland midfielder Steed Malbranque is set for a move to London with Fulham_ QPR and West Ham all interested.",101000000000000000,"56663981","Caroline Sutton","56663981",1,0,1
"2011-08-03 19:58:07","[VIDEO] Grenada's 18 y.o sprint sensation James wins and sets world lead in London. http://bit.ly/qhUrYR ”  Go on cuz..!",98900000000000000,"32586019","Millie","32586019",0,0,1
"2011-08-07 19:59:34","sorry- that should've been: “@ExcuseMySarcasm: How come I cannot find any cable news coverage of the london riots?” coincidence? #ithinknot",100000000000000000,"38698334","Adam Franklin","38698334",0,0,1
"2011-08-01 19:58:52","@RossiG definitely_ just a shame the rubber bullets were in London tonight and not up north =(",98200000000000000,"246832103","Dj Lanre Factory78","246832103",0,0,1
"2011-08-10 19:59:27","@London_Wench good on you :)",101000000000000000,"28816786","John Grovers","28816786",0,0,1
"2011-08-01 19:58:47","ok seen a pic from 10 mins ago saying Krispy Kremes on the A10 North London is safe_ yet everyone saying it burnt down",98200000000000000,"128496483","Mark","128496483",0,0,1
"2011-08-01 19:58:45","@ydcoal watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62 … RT",98200000000000000,"299069858","nhomai","299069858",0,0,1
"2011-08-01 19:58:41","Five ways social media was used during the London riots http://bit.ly/onLivt",98200000000000000,"346602610","david johns","346602610",0,0,1
"2011-08-01 19:58:40","@ScottRhodie @therealcliffyb I found that weird. In Aus Stella is expensive_ when I stayed in London with my Sis she said was wifebeater too",98200000000000000,"22602886","MySecondHome","22602886",0,0,1
"2011-08-04 19:58:35","[Album] All The Young – iTunes Festival London 2011 EP (2011) http://tinyurl.com/3t5dqz7",99300000000000000,"94901801","Charle.","94901801",0,0,1
"2011-08-04 19:58:33","London Zoo Avoid Queues And Save Money When You Book Online http://tidd.ly/292bf506 ",99300000000000000,"186157564","KevinKoschutnig","186157564",0,0,1
"2011-08-08 19:59:55","Olympic Rentals Platform to Launch: The London Evening Standard’s homesandproperty.co.uk is set to launch a prop... http://bit.ly/o6tjTR",101000000000000000,"51577631","MrStick","51577631",0,0,1
"2011-08-03 19:58:06","London in the spring_ Paris in the fall.",98900000000000000,"13510892","Violette V�rit�","13510892",0,0,1
"2011-08-02 19:46:43","I Miss That Time - Kevin Koschutnig! echt een goed nummer! --> ja het herinnerd me aan London <3 ! @youtube",98500000000000000,"339028492","News Online Today","339028492",0,0,1
"2011-08-04 19:58:32","BREAKING NEWS - @LeighFrancis  Keith Lemon arrested on suspicion of smashing in the back doors of Miss Selfridge. #London",99300000000000000,"111556423","Daily Mail U.K.","111556423",0,0,1
"2011-08-07 19:59:33","Watching the sun set in Hyde Park #london   @ Serpentine Lake http://instagr.am/p/JRbwx/",100000000000000000,"14151559","John Kennedy Jnr","14151559",0,0,1
"2011-08-06 19:59:06","EMI bids range from $3 billion to $4 billion: report: LONDON (Reuters) - Bids for EMI suggest that the British ... http://yhoo.it/ptRlHV",100000000000000000,"112970794","ChaelMontgomery","112970794",0,0,1
"2011-08-08 19:59:55","Boris calls for plastic bag http://bit.ly/q7BYlU keep across London in fight against roits and policce: The Mayor of London... http://bit.ly/pPSodd",101000000000000000,"187544756","Matty","187544756",0,0,1
"2011-08-10 19:59:26","@AboutLondon the rain is hammering down here in London it should calm the criminals/hooligans down.",101000000000000000,"121131551","Selective Hotels�","121131551",0,0,1
"2011-08-03 19:58:06","Fatal #Police#Policeshooting sparks London riots http://bit.ly/oF821O #TAF #TFB #500aday is it safe @london check it out http://bit.ly/q7BYlU",98900000000000000,"224655157","Wien City","224655157",1,0,1
"2011-08-09 19:59:40",":( feeling sad as the weather comes on and I have to stop watching people having fun and being really cool in London.",101000000000000000,"152838813","Ruairidh Sandison","152838813",0,0,1
"2011-08-01 19:58:30","#London - the Byron Hotel is near Hyde Park_ Bayswater http://dld.bz/6pzn #Travel #Hotels #Destinations #Hoteldeals #Vacation #Europe #UK",98200000000000000,"49365029","GoNintendoTweet","49365029",0,0,1
"2011-08-02 19:44:37","News: London: Abhörskandal: «News of the World» wird eingestellt - ZEIT ONLINE: serienjunkies.deLo... http://bit.ly/nCiiZU #news #google",98500000000000000,"265714107","Tatenda #L.T.D","265714107",0,0,1
"2011-08-04 19:58:22","@David_Hoss not in london really but manchester was bad earlier",99300000000000000,"94267935","Famous About","94267935",0,0,1
"2011-08-07 19:59:33","http://gonintendo.com/?mode=viewstory&id=157964 … Mario and Sonic at London 2012 Olympic Games - Euro boxart (English)",100000000000000000,"120783784","Tip","120783784",0,0,1
"2011-08-08 19:59:55","@dorothea_fsm lol im going central london this coming monday.. tiger tiger.. just to see how it is.. might go beluga in a few weeks time tho",101000000000000000,"22390759","Charlene","22390759",0,0,1
"2011-08-10 19:59:25","The Undeniable Truth About Branding Agency In London That No One Is Telling You: Sizeable organizations often as... http://bit.ly/odER43",101000000000000000,"224317470","Leona Dore","224317470",0,0,1
"2011-08-03 19:58:06","RT @Remel_London: RT @Chicoco_cakes: Nigeria is a better country right now > haha REAL TALKS!!!",98900000000000000,"224651046","Wien News","224651046",0,0,1
"2011-08-09 19:59:39","Panic on the streets of London! #TheSmiths Carlise_ Dublin_ Dundee & Humberside best watch out and the Leeds side streets #londonriots",101000000000000000,"126272104","Ryan Ison","126272104",0,0,1
"2011-08-01 19:58:29","Convicted London rioters should loose all benefits. - e-petitions http://epetitions.direct.gov.uk/petitions/7337 ",98200000000000000,"190972097","Kristin Lavigne","190972097",1,1,1
"2011-08-05 19:58:40","News: London: Abhrskandal: «News of the World» wird eingestellt - ZEIT ONLINE: serienjunkies.deLo... http://bit.ly/nCiiZU #news #google http://bit.ly/q7BYlU",99600000000000000,"60987679","Tony McGreavey","60987679",0,0,1
"2011-08-02 19:44:37","To all my friends who may be participating in the London riots: rob a safe_ send me money. #roitmore #stealmore #givememore � #cancan_canla",98500000000000000,"150024569","Stephen Smith","150024569",0,0,1
"2011-08-04 19:58:19","I'm going to Amsterdam & London in September!!!",99300000000000000,"51439828","Rodolfo Ronchetti","51439828",0,0,1
"2011-08-06 19:59:05","@gary85marsh joe rogan lad _ he's the commentater on ufc _ seen him doin stand up in London last year b4 ufc  @joerogan funny man",100000000000000000,"249436659","Breaking News","249436659",0,0,1
"2011-08-08 19:59:55","@JJ8ird yeah_ defendin my British and Commonwealth Titles in London Hilton on the Debra bill. Opponent to be announced next week mate",101000000000000000,"19653113","Himesh Patel","19653113",0,0,1
"2011-08-10 19:59:23","The Power of NOW in Central London_ London | Groups & Associations ... http://bit.ly/q7BYlU",101000000000000000,"71571107","Georgia Mancey","71571107",0,0,1
"2011-08-03 19:58:06","Latest News - Two Police Cars Set on Fire in London Riot - CRIENGLISH.com... #news http://bit.ly/qIOPMu",98900000000000000,"186644488","Austria News","186644488",0,0,1
"2011-08-09 19:59:39","London riots: incidents mapped in ####Tottenham   http://bit.ly/q7BYlU Brixton_ Hackney_ Lewisham and #GreaterLondon - Telegraph http://www.telegraph.co.uk/news/uknews/law-and-order/8689355/London-riots-all-incidents-mapped-in-###Tottenham   -Brixton-Hackney-Lewisham-and-Greater-London.html� via @Telegraph",101000000000000000,"279027518","Lupe Lopez","279027518",0,0,1
"2011-08-01 19:58:24","I'm going to London for a few days_ anyone want any free shit?",98200000000000000,"271756804","Art Hair Styles","271756804",0,0,1
"","Art hair Styles Wolf Gang_ Camden Barfly_ London: Five well-dressed young men are assembled on the Barfly's narr... http://bit.ly/puDpyn",317763452,"Dundas Dragon Soccer","317763452","0",0,0,1
"2011-08-06 19:59:02","They are! 'Cept London. He's evil. Odd_ cause he's named after my dad.",100000000000000000,"22528010",".....loading.......","22528010",0,0,1
"2011-08-08 19:59:55","Nail Services NVQ Level 2 in London - Save £111 from The Carlton Institute: http://tinyurl.com/443ntwm",101000000000000000,"155198454","Top Cat","155198454",0,0,1
"2011-08-10 19:59:23","Pathetic fallacy much!! Tempestuous times in London.",101000000000000000,"32370321","Claire","32370321",0,0,1
"2011-08-03 19:58:06","#NW Live in london - donnie Mcclurklin",98900000000000000,"227817315","Anonym Tweeten","227817315",0,0,1
"2011-08-09 19:59:38","@LizMcClarnon Liz have you hear anything from Tash & her family as us fans are worried about her cos she is living in  London xx",101000000000000000,"14834184","Collin Kelley","14834184",0,0,1
"2011-08-01 19:58:23","RT @marcusbrig: RT @TakingThePiste: @LondonRioters: PLEASE RT Identify The London Rioters http://www.londonrioters.co.uk/identify/\"",98200000000000000,"53727986","TopMid","53727986",0,0,1
"2011-08-05 19:58:36","News: London: Abhörskandal: «News of the World» wird eingestellt - ZEIT ONLINE: serienjunkies.deLo... http://bit.ly/nCiiZU #news #google",99600000000000000,"197899607","iTech News","197899607",0,0,1
"2011-08-02 19:44:26","#LondonRiots: Social Media Mobilizes Riot Cleanup http://ow.ly/5ZiGB #riotcleanup #socialmedia",98500000000000000,"130980662","JAN Trust","130980662",0,0,1
"2011-08-04 19:58:18","ECL announce their name change and reveal London location http://bit.ly/rdNqm3",99300000000000000,"30979848","Josie","30979848",1,0,1
"2011-08-06 19:59:02","Magento / PHP Technical Architect_ Hammersmith West London (CWJobs.co.uk) http://bit.ly/nOTiFS",100000000000000000,"302362386","maphi","302362386",0,0,1
"2011-08-10 19:59:21","@AishaAslam Hi Aisha_ Yes we are. In north London.",101000000000000000,"259496652","Bella Francesca","259496652",0,0,1
"2011-08-01 19:58:22","@DonnieWahlberg you should bring them to the Hamilton and London shows :)",98200000000000000,"42874918","N i c k   H a y e s","42874918",0,0,1
"2011-08-05 19:58:35","from now on if someone ask me.............im from congo not north london.....the end",99600000000000000,"222592073","BusinessMoz","222592073",0,0,1
"2011-08-02 19:44:26","@FullMentalJaiky I lived in Dennistoun for 7½ years. Moved away 6 years ago. From London originally.",98500000000000000,"85620612","Sussi","85620612",0,0,1
"2011-08-04 19:58:16","#LondonRiots: Social Media Mobilizes Riot Cleanup http://ow.ly/5ZiGB #riotcleanup #socialmedia",99300000000000000,"30012499","bethy","30012499",0,0,1
"2011-08-07 19:59:30","Magento / PHP Technical Architect_ Hammersmith West London (CWJobs.co.uk) http://bit.ly/nOTiFS",100000000000000000,"24117636","Cae","24117636",0,0,1
"2011-08-06 19:59:01","@GrantMickelson Goodnight Grant:) went on a trip to london and made pictures for you :) I mentioned them to you! Late here (1.45am). I<3 you",100000000000000000,"154849152","louie","154849152",0,0,1
"2011-08-08 19:59:55","@Amandeep_xx i will i will :') i want another signings like london :'')",101000000000000000,"253772476","Ariana","253772476",0,0,1
"2011-08-10 19:59:21","@MrsLRCooper RTShall I get out of bed to watch #rioting on the news?  /Not a good idea  #London",101000000000000000,"21221006","Brayden Benton","21221006",0,0,1
"2011-08-09 19:59:37","Riots in London over the man who shot at the police that should be a clear message........ Don't shoot at the police",101000000000000000,"153684839","MAGNET GIRL","153684839",0,0,1
"2011-08-01 19:58:21","alguien porfavor me dice que paso en london O:",98200000000000000,"217949007","Chyna Owens","217949007",0,0,1
"2011-08-05 19:58:34","@iTweetDamon right wlel when i go london for uni ill lend it to you lol",99600000000000000,"133166588","Polo","133166588",0,0,1
"2011-08-02 19:44:20","@planetjedward woo it been such a made scary day where I live east London near all the riot so not cool I hate it all wish it would stop x",98500000000000000,"53473778","Rolland Martin","53473778",0,0,1
"2011-08-04 19:58:13","This guy wk with me frm LONDON and when he b talking to me I JUST MELT INSIDE WHEEW(DAMN HIS ACCENT STRONG)",99300000000000000,"21507795","Fawn Mead","21507795",0,0,1
"2011-08-07 19:59:30","Puro sentimiento! #FF @patty_london",100000000000000000,"19814247","Matty I D","19814247",0,0,1
"2011-08-06 19:59:01","@Remel_London its not to late end of year party in september !!",100000000000000000,"289606473","Shellie's Cats","289606473",0,0,1
"2011-08-08 19:59:55","@joelcarr ah dude i know! come to london and me you and @drparsnpis can hit the town!",101000000000000000,"320411939","Luke Powell","320411939",0,0,1
"2011-08-10 19:59:20","It appears now gangs are seeing these riots are a good blanket to loot and run riot in North London. #LondonRiots",101000000000000000,"111849106","SUDIPTO BASU","111849106",0,0,1
"2011-08-03 19:58:05","@TiggyBean we only recently went to London eye at night_ he so romantic and such fun_ he kept me young and made me feel special *sobs loudly",98900000000000000,"116807243","austroweb","116807243",0,0,1
"2011-08-09 19:59:36","We should just shove @Dynamomagician in london_ and show them all a magic trick_ to calm them all down!",101000000000000000,"37224797","pumpkin spice rage","37224797",0,0,1
"2011-08-01 19:58:19","London Rioters: Where Are The Parents? (CNS): Share With Friends:  |  | Top News - World News News_ RSS Fe... http://tinyurl.com/4yh99s9",98200000000000000,"251339214","andy b","251339214",0,0,1
"2011-08-05 19:58:32","News: London: Abhörskandal: «News of the World» wird eingestellt - ZEIT ONLINE: serienjunkies.deLo... http://bit.ly/nCiiZU #news #google",99600000000000000,"67364910","' Afoonso","67364910",0,0,1
"2011-08-02 19:44:15","To everyone helping clean up London_ you guys are amazing. Bless your souls.",98500000000000000,"294345767","C D Moorby","294345767",0,0,1
"2011-08-04 19:58:11","@djandyjmac u in London now? U Off to circuit too?",99300000000000000,"234886108","Fresh Article","234886108",0,0,1
"2011-08-07 19:59:29","Dia Internacional da cerveja \o/  pena q eu prefiro um london dry gin ^^",100000000000000000,"22320268","Nadine Ballantyne","22320268",0,0,1
"2011-08-06 19:59:00","Stitched & Stitched Update: Drakes of London_ No.3 Clifford Street http://www.stitchedandstitched.com/?p=575 ",100000000000000000,"108010413","Maame Kyerewa","108010413",0,0,1
"2011-08-08 19:59:55","The Algerian Love Knot designed by Sophie Harley: London based jeweler Sophie Harley made the Algerian Love Knot... http://bit.ly/qtmzzL",101000000000000000,"19645265","Lizzie","19645265",0,0,1
"2011-08-10 19:59:20","@minikidsxe Unless you're in London mon/tues and my nan will meet you. Just need a back up incase! Nervous about this wedding. Ahhh!",101000000000000000,"44383097","S BOSE","44383097",0,0,1
"2011-08-03 19:57:58","@MARVS_GREENGIRL Tottenham_ North London :)",98900000000000000,"111010699","Fast Cash 2 Day","111010699",0,0,1
"2011-08-09 19:59:36","@tallyblen @francescavivace @lunndongirl @jaimelondonboy Night all :) Hope London's still standing in morning :( x",101000000000000000,"338932663","loida","338932663",0,0,1
"2011-08-05 19:58:31","London Rioters: Where Are The Parents? (CNS): Share With Friends:  |  | Top News - World News News_ RSS Fe... http://tinyurl.com/4yh99s9",99600000000000000,"71629690","Tom Williams","71629690",0,0,1
"2011-08-02 19:43:50","www.mad2miss.ws London 2012 Olympic tickets can be won with National Lottery game ... http://tinyurl.com/3d6lzrt www.mad2miss.ws",98500000000000000,"22781954","Stephanie Latham","22781954",0,0,1
"2011-08-04 19:58:11","RT@Amran_AlSharhan: Let's hope that the riots in London end soon for the sake of not only London but the whole world. We have enough concern",99300000000000000,"101625022","Evelyn ^.^","101625022",0,0,1
"2011-08-04 19:58:10","Out in London. It is *quality*",99300000000000000,"93242849","contractjob.net","93242849",0,0,1
"2011-08-06 19:58:58","@danhetherton im hoping to move to London end of this month any advice #newtothecitylife",100000000000000000,"20043491","David Crocket","20043491",0,0,1
"2011-08-08 19:59:55","@exoval yah going to london again...home away from home...am going to paris...but going with sis so have accomodation already",101000000000000000,"33268140","Mizavelli","33268140",0,0,1
"2011-08-10 19:59:20"," UK [contract] FATCA Project Manager_ Asset Management_ London at http://dlvr.it/dtwrj ",101000000000000000,"229957716","KK_BoT","229957716",0,0,1
"2011-08-03 19:57:56","BBC News - London disturbance: Bus set alight in Tottenham protest http://bbc.in/ny85rZ ",98900000000000000,"24170530","Budweiser Gardens","24170530",0,0,1
"2011-08-09 19:59:35","RT @LoveNayNayy: This morning 215 people had been arrested_ now it's 225.... Only 10 people ALL day across London?! < See ur policeforce",101000000000000000,"151109196","Ollie Glanvill","151109196",0,0,1
"2011-08-01 19:58:18","World News: London Rioters: Where Are The Parents? (CNS) http://feedzil.la/qgEGdD",98200000000000000,"69357163","Carlos Augusto","69357163",0,0,1
"2011-08-05 19:58:30","@JenOntheBlock_7 Here is a contest link for London http://on.fb.me/nIIcRP",99600000000000000,"23851805","TW","23851805",0,0,1
"2011-08-02 19:43:47","@Duane_Pipey @mo_shelk I feel the mere mention of our team getting together has sent shockwaves throughout London. No one has dared come out",98500000000000000,"34910709","Cars for Sale","34910709",0,0,1
"2011-08-07 19:59:29","RT @olympictour: London 2012 Olympics: Met Police names officers for Games ...: National Olympic Security Coordinato... http://bit.ly/q1pm05",100000000000000000,"14871153","Maverick","14871153",0,0,1
"2011-08-04 19:58:09","Nice to see you completely monged tonight ! @hugo_london",99300000000000000,"36108613","Eoin Quinn","36108613",0,0,1
"2011-08-06 19:58:56","2001 Pontiac Montana Minivan good motor and tranny. cheap deal ( London ) $650.00: excellent extended van. could... http://bit.ly/qD4jEZ",100000000000000000,"107391671","Switch London","107391671",0,0,1
"2011-08-08 19:59:55","@LaScheherazade u have to go back on Monday ? ..ru n Northern London",101000000000000000,"278506619","SpursDiver","278506619",0,0,1
"2011-08-10 19:59:19","@Chrissymacc I'm shit hot!!! When you leaving for London..?",101000000000000000,"237713738","kERPELE!","237713738",0,0,1
"2011-08-03 19:57:53","@im_so_childish even your twitter location has shunned you from London too. How can you breathe out there??",98900000000000000,"257587659","iminyournightmares","257587659",0,0,1
"2011-08-09 19:59:35","Presumably there are buses full of police from country/suburban areas on their way to London by now ..... re-enforcements urgently needed",101000000000000000,"27581888","EV","27581888",0,0,1
"2011-08-01 19:58:18","London Rioters: Where Are The Parents? (CNS) http://twurl.nl/1qbpjp",98200000000000000,"270526122","Aliyah","270526122",0,0,1
"2011-08-05 19:58:30","@idiedlastyear london_ and no its a nickname what about you?",99600000000000000,"307340399","Rico Suav�","307340399",0,0,1
"2011-08-02 19:43:38","Brick Lane  riots happening! This is the good London_ lets go back to that! pic.twitter.com/AvwjrE5  http://bit.ly/lpXWPV",98500000000000000,"17162931","tom forde","17162931",0,0,1
"2011-08-07 19:59:27","Which ones of you london boys are downnn ?",100000000000000000,"188998029","Anna Maria Okt","188998029",0,0,1
"2011-08-04 19:58:09","@Ruth_London We a threat haven't seen the best of us yet",99300000000000000,"80654241","david morgan","80654241",0,0,1
"2011-08-06 19:58:55","Had a lovely time at @iamstano birthday in the Westest of West London.",100000000000000000,"10751102","Janelle M.","10751102",0,0,1
"2011-08-08 19:59:55","dibawa dan dipinang pangeran wiliam ke london_ seperti gk adaa kate disana. mimpi yg bener2 hanya mimpi.",101000000000000000,"39607824","Ma�a �Marsha� Kepic","39607824",0,0,1
"2011-08-10 19:59:16"," UK [contract] FATCA Project Manager_ Asset Management_ London at http://dlvr.it/dtwrc ",101000000000000000,"237713738","kERPELE!","237713738",0,0,1
"2011-08-03 19:57:53","@kevinmgriffin - If @betterthanezra can play in London (cool!)_ you should be able to play in Seattle again_ too... right? Please? ;)",98900000000000000,"318825811","Frederick Emerson","318825811",0,0,1
"2011-08-09 19:59:34","@artistsmakers There's. London #howcanwehelp hashtag already",101000000000000000,"351532507","Scarlett Rainer","351532507",0,0,1
"2011-08-01 19:58:16","London Rioters: Where Are The Parents? (CNS) http://twurl.nl/y6bsq1 http://bit.ly/lpXWPV  @truefaces #followup #onmywall",98200000000000000,"23120293","Greg Spruce","23120293",0,0,1
"2011-08-02 19:43:26","Reminder: We're live from London and New York for Samsung's Galaxy ... http://pinkbandelinosandals.tk/bass-sandal.html …",98500000000000000,"82633817","Emploi Master","82633817",0,0,1
"2011-08-07 19:59:27","Goodnight London and be safe!!",100000000000000000,"147434218","Herybert Setyabudi","147434218",0,0,1
"2011-08-04 19:58:09","Sticky sticky London night",99300000000000000,"155870774","Fnoob Techno Radio","155870774",0,0,1
"2011-08-06 19:58:54","Selby jennings http://bit.ly/lpXWPV london criminal Job IB (London) @ riots Manager Senior Manager roits R... http://bit.ly/j6gYaY Master Stage 49",100000000000000000,"68522319","Womble","68522319",0,0,1
"2011-08-08 19:59:55","Berani mengakui kelalaian..(Y).Boro2 polisi Indo!! \"@detikcom: Polisi London Akui Lalai Antisipasi Kekerasan http://de.tk/NdAWM\"",101000000000000000,"126145733","Ashley K.","126145733",0,0,1
"2011-08-10 19:59:16","Daz Furey - London Town - 18 Listeners - Tune in Here: http://bit.ly/qeyzYr",101000000000000000,"105885034","Ximena Pavez Curotto","105885034",0,0,1
"2011-08-03 19:57:49","a shorts in london #ReplaceMovieTitleWithShorts",98900000000000000,"124204628","Stephen Betley","124204628",0,0,1
"2011-08-09 19:59:34","The crazy thing is if things had went as planned I would have been in London right now #PrayForLondon",101000000000000000,"268409069","RollTideRoll","268409069",0,0,1
"2011-08-01 19:58:15","“@andreacastroa: \"@equisp: Con el pasaje listo para ir a Londres... Feliz!!\" Eh_ eh_ eh!! Que envidia!”//celebrare tu cumple en London! :)",98200000000000000,"78034624","Alison Noble","78034624",0,0,1
"2011-08-05 19:58:24","Offer - London South: 60% Off Two Hour Cupcake Making and Decorating... from Groupon MyCityDeal  http://tinyurl.com/3bbl94q",99600000000000000,"342948381","David Klech","342948381",0,0,1
"2011-08-02 19:43:19","@SeanRobinson09 London has the highest concentration of CCTV cameras in the world. A lot of these scumbags will be caught using those.",98500000000000000,"258923616","Faith in Humanity","258923616",0,0,1
"2011-08-07 19:59:26","@MissKellyO I love you Kelly I actually think you are very inspirational to me. keep the twitter page night from london :) x",100000000000000000,"232361869","Olivia Fraser","232361869",0,0,1
"2011-08-06 19:58:52","London DL: MO Farah is freakin amazing (11/11 this year) Kirani James new fav to win 400 (NCAA Champ) JRichardson bout to blow up formcharts",100000000000000000,"62341949","Claire Butler","62341949",0,0,1
"2011-08-08 19:59:54","@ManfyJay Cool shi* cool...u ever been in London ? I always wanted to go there",101000000000000000,"98453393","Michael McCormick","98453393",0,0,1
"2011-08-10 19:59:15","Lemme log of twitter I'm sick of having to read the timeline & see all the dumb shit that's going on in London. Night x",101000000000000000,"36312958","LZR","36312958",0,0,1
"2011-08-03 19:57:46","Man shot dead by #Police in north London during attempted arrest http://gu.com/p/3x3t6/tw  (the incident that triggered the riot) check more at http://bit.ly/lpXWPV",98900000000000000,"95313652","News Today","95313652",0,0,1
"2011-08-09 19:59:32","RT @Tori_Lennox: I wonder if the cops in London are wishing they carried guns?//Well one of them was. A cop shooting a guy sparked all this.",101000000000000000,"145471838","UKJobs Online","145471838",0,0,1
"2011-08-01 19:58:13","London riot is terrible! Check it @myprf http://bit.ly/lpXWPV �",98200000000000000,"332885672","Off The Grid","332885672",0,0,1
"2011-08-05 19:58:23","Robbie Williams writing solo album: London_ Aug 4 (IANS) Singer Robbie Williams is writing tracks for his next s... http://bit.ly/mWoyhV",99600000000000000,"34196797","estrik saweho","34196797",0,0,1
"","Am I hearing this right?  They're using the Clash's London Calling on ads for the 2012 Olympics?  Isn't it about the end of the world?",137428481,"Auto Trade Now","137428481","0",0,0,1
"2011-08-07 19:59:26","I'm at The Black Friar (174 Queen Victoria St_ London) http://4sq.com/p4ZJS9",100000000000000000,"18899367","Nasra","18899367",0,0,1
"2011-08-08 19:59:54","These youth are crazy in #London......",101000000000000000,"311021546","Tim Powdrill","311021546",0,0,1
"2011-08-10 19:59:14","@London_Londyn grey",101000000000000000,"28619561","David Cole"," AIA",0,0,1
"2011-08-03 19:57:40","Avoir le dernier métro de justesse: check #london",98900000000000000,"60209072","_ebabi_!!","60209072",0,0,1
"2011-08-09 19:59:31","Seems 2011 is trying to change current ideas of what is possible in 1yr. From M.East&US debt to Eurogeddon&panic on the streets of London.",101000000000000000,"44952400","TheNotoriousMNH","44952400",0,0,1
"2011-08-07 19:59:25","@london_baby10 hahaha thanks boo!",100000000000000000,"251417403","Rosie Wilding","251417403",0,0,1
"2011-08-04 19:58:06","Tengok rusuhan kat london tu. Kat malaysia bersih pantat tu nak buat macam tu agaknya. Tapi tak cukup kuat. Sbb leader dia ambigampang.",99300000000000000,"270993671","WOODY","270993671",0,0,1
"","Sensation White in the O2 arena London nxt wk. Who's in? Me.",29835190,"Kate Smiley","29835190","0",0,0,1
"2011-08-08 19:59:54","@Abbicci Have a cheeky listen to this track by us London alt-rockers coz I'm sure you'll dig it! http://twm.ag/7",101000000000000000,"79699460","Tallflower","79699460",0,0,1
"2011-08-09 19:59:31","I can't stand daft people man those people in London so thick you're a bunch of jackasses :#",101000000000000000,"47658806","Dj Huskey","47658806",0,0,1
"2011-08-05 19:58:19"," @iowahawkblog don't feel bad for London. They made their bed. Now they can lie in it! #deserve http://bit.ly/lpXWPV",99600000000000000,"22670613","BritishSpy","22670613",0,0,1
"2011-08-02 19:42:46","London where are you",98500000000000000,"312764725","joanna","312764725",0,0,1
"2011-08-07 19:59:25","Now all of a sudden they #rioting and shit in @London???? Something #fucked up is goin on.. Check this out ..http://bit.ly/lpXWPV",100000000000000000,"93947080","Ken Coupar","93947080",0,0,1
